Nom,SKU ID,Description Marketing,Image,Fournisseur,Product ID,Plan ID,GUID,Facturation,Engagement,Apps incluses,Apps type,Prix
Microsoft 365 Business Basic (Nonprofit,Microsoft-365-Business-Basic--n0,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n128,,Mensuel,,,,
Microsoft 365 Business Basic (Nonprofit,Microsoft-365-Business-Basic--n0,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n107,,Annuel,,,,
Microsoft 365 Apps for Enterprise Nonprofit Staff,Apps-for-enterprise-Nonprofit-St,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n129,,Mensuel,,,,
Microsoft 365 Apps for Enterprise (Nonprofit,Microsoft-365-Apps-for-enterp-n3,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n130,,Mensuel,,,,
Microsoft 365 Apps for Enterprise (Nonprofit,Microsoft-365-Apps-for-enterp-n3,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n106,,Annuel,,,,
Microsoft Teams Rooms Standard for GCC,Teams-Rooms-Standard-for-GCC-wit,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n131,,Mensuel,,,,
Microsoft Teams Rooms Standard (Nonprofit,Microsoft-Teams-Rooms-Standar-n6,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n132,,Mensuel,,,,
Microsoft 365 G3 GCC,Microsoft-365-G3-GCC,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n133,,Mensuel,,,,
Microsoft 365 G3 GCC,Microsoft-365-G3-GCC,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n118,,Annuel,,,,
Minecraft Education Edition Perpetual,Minecraft-Education-Edition-per-,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n134,,Mensuel,,,,
Minecraft Education Edition Perpetual,Minecraft-Education-Edition-per-,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n119,,Annuel,,,,
Microsoft Intune per Device for Enterprise,Intune-per-device-for-Enterprise,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n135,,Mensuel,,,,
Microsoft Intune per Device for Enterprise,Intune-per-device-for-Enterprise,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n120,,Annuel,,,,
Microsoft 365 GCC G5,Microsoft-365-GCC-G5,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n136,,Mensuel,,,,
Microsoft 365 GCC G5,Microsoft-365-GCC-G5,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n121,,Annuel,,,,
Microsoft 365 A1 for Devices,Microsoft-365-A1-for-devices-for,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n140,,Mensuel,,,,
Microsoft 365 A1 for Devices,Microsoft-365-A1-for-devices-for,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n125,,Annuel,,,,
Microsoft 365 A1 for Devices (Nonprofit),Microsoft-365-A1-for-devices--n0,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n141,,Mensuel,,,,
Microsoft 365 A1 for Devices (Nonprofit),Microsoft-365-A1-for-devices--n0,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n126,,Annuel,,,,
Microsoft Graph Connectors for GCC,Microsoft-Graph-connectors-for-G,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n13,,Mensuel,,,,
Microsoft Graph Connectors for GCC,Microsoft-Graph-connectors-for-G,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n44,,Annuel,,,,
Audio Conferencing Dial-out to USA/Canada International,Audio-Conf-dial-out-to-USACAN-In,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Trial-n2,,Mensuel,,,,
Microsoft 365 Business Premium,Microsoft-365-Business-Premium-P,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n110,,Mensuel,,,,
Microsoft 365 Business Premium,Microsoft-365-Business-Premium-P,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n136,,Annuel,,,,
Microsoft 365 Business Voice (Nonprofit,Microsoft-365-Business-Voice--n1,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n142,,Mensuel,,,,
Microsoft 365 Business Voice (Nonprofit,Microsoft-365-Business-Voice--n1,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n137,,Annuel,,,,
Office 365 E1 Nonprofit Staff Premium,Office-365-E1-Nonprofit-Staff-Pr,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n143,,Mensuel,,,,
Office 365 E1 Nonprofit Staff Premium,Office-365-E1-Nonprofit-Staff-Pr,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n138,,Annuel,,,,
Microsoft Intune Plan 2 for Faculty,Microsoft-Intune-Plan-2-for-Facu,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n144,,Mensuel,,,,
Microsoft Intune Plan 2 for Faculty,Microsoft-Intune-Plan-2-for-Facu,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n139,,Annuel,,,,
Microsoft Intune Plan 2 for Students,Microsoft-Intune-Plan-2-for-Stud,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n145,,Mensuel,,,,
Microsoft Intune Plan 2 for Students,Microsoft-Intune-Plan-2-for-Stud,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n140,,Annuel,,,,
Microsoft Intune Suite Nonprofit,Microsoft-Intune-Suite-Nonprofit,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n146,,Mensuel,,,,
Microsoft Intune Suite Nonprofit,Microsoft-Intune-Suite-Nonprofit,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n141,,Annuel,,,,
Microsoft Intune Suite for Faculty,Microsoft-Intune-Suite-for-Facul,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n147,,Mensuel,,,,
Microsoft Intune Suite for Faculty,Microsoft-Intune-Suite-for-Facul,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n142,,Mensuel,,,,
Microsoft Intune Suite for Students,Microsoft-Intune-Suite-for-Stude,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n143,,Annuel,,,,
Microsoft Intune Suite for Students,Microsoft-Intune-Suite-for-Stude,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n148,,Mensuel,,,,
SharePoint Advanced Management (n2),SharePoint-advanced-managemen-n2,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Trial-n3,,Mensuel,,,,
Microsoft Intune Endpoint Privileges,Microsoft-Intune-Endpoint-Privil,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n152,,Mensuel,,,,
Microsoft Intune Endpoint Privileges,Microsoft-Intune-Endpoint-Privil,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n147,,Annuel,,,,
Microsoft Intune Endpoint Privileges (Nonprofit),Microsoft-Intune-Endpoint-Pri-n0,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n153,,Mensuel,,,,
Microsoft Intune Endpoint Privileges (Nonprofit),Microsoft-Intune-Endpoint-Pri-n0,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n148,,Annuel,,,,
Microsoft Sustainability Manager,Microsoft-Sustainability-Manager,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n154,,Mensuel,,,,
Microsoft Sustainability Manager,Microsoft-Sustainability-Manager,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n149,,Annuel,,,,
Microsoft Sustainability Manager (Nonprofit),Microsoft-Sustainability-Mana-n0,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n155,,Mensuel,,,,
Microsoft Sustainability Manager (Nonprofit),Microsoft-Sustainability-Mana-n0,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n150,,Annuel,,,,
Microsoft Sustainability Manager (Nonprofit,Microsoft-Sustainability-Mana-n1,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n156,,Mensuel,,,,
Microsoft Sustainability Manager (Nonprofit,Microsoft-Sustainability-Mana-n1,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n151,,Annuel,,,,
Microsoft Sustainability Manager (Nonprofit,Microsoft-Sustainability-Mana-n2,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n157,,Mensuel,,,,
Microsoft Sustainability Manager (Nonprofit,Microsoft-Sustainability-Mana-n2,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n152,,Annuel,,,,
Microsoft 365 Audio Conferencing (Nonprofit,Microsoft-365-Audio-Conferenc-n1,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n162,,Mensuel,,,,
Microsoft 365 Audio Conferencing (Nonprofit,Microsoft-365-Audio-Conferenc-n1,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n157,,Annuel,,,,
AI Builder Capacity Add-on T2 GCC,AI-Builder-Capacity-Add-on-T2-GC,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n163,,Mensuel,,,,
AI Builder Capacity Add-on T2 GCC,AI-Builder-Capacity-Add-on-T2-GC,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n158,,Annuel,,,,
AI Builder Capacity Add-on T3 GCC,AI-Builder-Capacity-Add-on-T3-GC,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n164,,Mensuel,,,,
AI Builder Capacity Add-on T3 GCC,AI-Builder-Capacity-Add-on-T3-GC,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n159,,Annuel,,,,
Microsoft Azure Multi-Factor Authentication,Microsoft-Azure-Multi-Factor-Aut,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n174,,Mensuel,,,,
Microsoft Azure Multi-Factor Authentication,Microsoft-Azure-Multi-Factor-Aut,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n169,,Annuel,,,,
Microsoft 365 Business Premium (Nonprofit,Microsoft-365-Business-Premiu-n3,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n175,,Mensuel,,,,
Microsoft 365 Business Premium (Nonprofit,Microsoft-365-Business-Premiu-n3,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n170,,Annuel,,,,
Microsoft 365 Business Premium (Nonprofit,Microsoft-365-Business-Premiu-n4,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n177,,Mensuel,,,,
Microsoft 365 Business Premium (Nonprofit,Microsoft-365-Business-Premiu-n4,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n172,,Annuel,,,,
Microsoft Azure Multi-Factor Authentication (Nonprofit),Microsoft-Azure-Multi-Factor--n0,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n190,,Mensuel,,,,
Microsoft Azure Multi-Factor Authentication (Nonprofit),Microsoft-Azure-Multi-Factor--n0,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n185,,Annuel,,,,
Microsoft Entra ID Governance,Microsoft-Entra-ID-Governance-fo,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n191,,Mensuel,,,,
Microsoft Entra ID Governance,Microsoft-Entra-ID-Governance-fo,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n186,,Annuel,,,,
Microsoft Entra ID Governance (Nonprofit),Microsoft-Entra-ID-Governance-n0,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n187,,Annuel,,,,
Microsoft Entra ID Governance (Nonprofit),Microsoft-Entra-ID-Governance-n0,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n192,,Mensuel,,,,
Entra ID Governance Step-Up,Entra-ID-Governance-Step-Up-for-,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n193,,Mensuel,,,,
Entra ID Governance Step-Up,Entra-ID-Governance-Step-Up-for-,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n188,,Annuel,,,,
Entra ID Governance Step-Up (Nonprofit),Entra-ID-Governance-Step-Up-f-n0,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n194,,Mensuel,,,,
Entra ID Governance Step-Up (Nonprofit),Entra-ID-Governance-Step-Up-f-n0,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n189,,Annuel,,,,
Microsoft 365 F1 GCC,Microsoft-365-F1-GCC,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n200,,Mensuel,,,,
Microsoft 365 F1 GCC,Microsoft-365-F1-GCC,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n195,,Annuel,,,,
Microsoft 365 F3 GCC,Microsoft-365-F3-GCC,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n201,,Mensuel,,,,
Microsoft 365 F3 GCC,Microsoft-365-F3-GCC,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Annual-n196,,Annuel,,,,
Microsoft Intune Endpoint Privileges (Nonprofit,Microsoft-Intune-Endpoint-Pri-n1,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n202,,Mensuel,,,,
Microsoft Intune Endpoint Privileges (Nonprofit,Microsoft-Intune-Endpoint-Pri-n1,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Monthly-n203,,Annuel,,,,
Microsoft Intune Plan 2 Nonprofit,Microsoft-Intune-Plan-2-Nonprofi,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Microsoft-Intune-Plan-2-Nonpr-n0,,Annuel,,,,
Microsoft Intune Plan 2 Nonprofit,Microsoft-Intune-Plan-2-Nonprofi,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Microsoft-Intune-Plan-2-Nonpr-n1,,Mensuel,,,,
Microsoft Intune (Nonprofit),Intune-n0,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,Intune-n2,,Mensuel,,,,
Microsoft Intune (Nonprofit),Intune-n0,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,Microsoft365EandF-isvfr,iNTUNE-n1,,Annuel,,,,
Microsoft 365 Compliance Center,Compliance-Manager-Premium-Asses,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,M365compliancecenter-isvfr,Monthly-Plan,,Mensuel,,,,
Microsoft 365 Compliance Center,Compliance-Manager-Premium-Asses,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,M365compliancecenter-isvfr,Annual-Plan,,Annuel,,,,
Microsoft 365 Compliance Center,Compliance-Manager-Premium-As-n1,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,M365compliancecenter-isvfr,Monthly,,Mensuel,,,,
Microsoft 365 Compliance Center,Compliance-Manager-Premium-As-n1,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,M365compliancecenter-isvfr,Annual,,Annuel,,,,
Microsoft 365 Compliance Center,Compliance-Manager-Premium-As-n2,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,M365compliancecenter-isvfr,Monthly-n0,,Mensuel,,,,
Microsoft 365 Compliance Center,Compliance-Manager-Premium-As-n3,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,M365compliancecenter-isvfr,Monthly-n1,,Mensuel,,,,
Microsoft 365 Compliance Center,Compliance-Manager-Premium-As-n3,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,M365compliancecenter-isvfr,Annual-n0,,Annuel,,,,
Microsoft 365 Domestic and International Calling Plan Add On,USCFQ7TTC0LHXT0001,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,M365DmstcIntlCallPlan-isvfrnce,Monthly-Plan,,Mensuel,,,,
Microsoft 365 Domestic and International Calling Plan Add On,USCFQ7TTC0LHXT0001,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,M365DmstcIntlCallPlan-isvfrnce,Monthly---Annual-Commit,,Mensuel,,,,
Microsoft 365 Domestic and International Calling Plan Add On,USCFQ7TTC0LHXT0001,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,M365DmstcIntlCallPlan-isvfrnce,Annual-Plan,,Annuel,,,,
Microsoft 365 Domestic and International Calling Plan Add On,USCFQ7TTC0HC360001,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,M365DmstcIntlCallPlan-isvfrnce,Monthly,,Mensuel,,,,
Microsoft 365 Domestic and International Calling Plan Add On,USCFQ7TTC0HC360001,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,M365DmstcIntlCallPlan-isvfrnce,Annual,,Annuel,,,,
Microsoft 365 Domestic and International Calling Plan Add On,USCFQ7TTC0HC360001,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,M365DmstcIntlCallPlan-isvfrnce,Monthly---Annual-Commit-n0,,Mensuel,,,,
Microsoft 365 Domestic Calling Plan Add On,USCFQ7TTC0LHXJ0001,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,M365DomesticCallPlan-isvfrnce,Monthly-Plan,,Mensuel,,,,
Microsoft 365 Domestic Calling Plan Add On,USCFQ7TTC0LHXJ0001,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,M365DomesticCallPlan-isvfrnce,Monthly---Annual-Commit,,Mensuel,,,,
Microsoft 365 Domestic Calling Plan Add On,USCFQ7TTC0LHXJ0001,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,M365DomesticCallPlan-isvfrnce,Annual-Plan,,Annuel,,,,
Microsoft 365 Audio Conferencing Add On,USCFQ7TTC0LHSL0001,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,MS365AudioConferencing-isvfrnce,Monthly-Plan,,Mensuel,,,,
Microsoft 365 Audio Conferencing Add On,USCFQ7TTC0LHSL0001,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,MS365AudioConferencing-isvfrnce,Monthly---Annual-Commit,,Mensuel,,,,
Microsoft 365 Audio Conferencing Add On,USCFQ7TTC0LHSL0001,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,MS365AudioConferencing-isvfrnce,Annual-Plan,,Annuel,,,,
Microsoft 365 Audio Conferencing Add On,USCFQ7TTC0LHSL0002,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,MS365AudioConferencing-isvfrnce,Monthly-Plan-n0,,Mensuel,,,,
Microsoft 365 Audio Conferencing Add On,USCFQ7TTC0LHSL0002,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,MS365AudioConferencing-isvfrnce,Monthly---Annual-Commit-n0,,Mensuel,,,,
Microsoft 365 Audio Conferencing Add On,USCFQ7TTC0LHSL0002,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,MS365AudioConferencing-isvfrnce,Annual-Plan-n0,,Annuel,,,,
Microsoft 365 Audio Conferencing Add On,USCFQ7TTC0LHSL0008,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,MS365AudioConferencing-isvfrnce,Monthly-Plan-n1,,Mensuel,,,,
Microsoft 365 Audio Conferencing Add On,USCFQ7TTC0LHSL0008,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,MS365AudioConferencing-isvfrnce,Monthly---Annual-Commit-n1,,Mensuel,,,,
Microsoft 365 Audio Conferencing Add On,USCFQ7TTC0LHSL0008,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,MS365AudioConferencing-isvfrnce,Annual-Plan-n1,,Annuel,,,,
Microsoft 365 Audio Conferencing Add On,USCFQ7TTC0LHSL001N,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,MS365AudioConferencing-isvfrnce,Monthly334,,Mensuel,,,,
Microsoft 365 Audio Conferencing Add On,USCFQ7TTC0LHSL001N,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,MS365AudioConferencing-isvfrnce,Monthly335,,Mensuel,,,,
Microsoft 365 Audio Conferencing Add On,USCFQ7TTC0LHSL001N,,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/Microsoft_365_logo.webp,microsoft,MS365AudioConferencing-isvfrnce,Monthly336,,Annuel,,,,
